"id1","id2","uniprot_id1","uniprot_id2","string_id1","string_id2"
"CDH12","CTNNAL1","P55289","Q9UBT7","9606.ENSP00000371689","9606.ENSP00000320434"
"CDH12","CTNNB1","P55289","P35222","9606.ENSP00000371689","9606.ENSP00000495360"
"CDH13","CTNNA1","P55290","P35221","9606.ENSP00000268613","9606.ENSP00000304669"
"CDH13","CTNNA2","P55290","P26232","9606.ENSP00000268613","9606.ENSP00000384638"
"CDH13","CTNNA3","P55290","Q9UI47","9606.ENSP00000268613","9606.ENSP00000389714"
"CDH13","CTNNAL1","P55290","Q9UBT7","9606.ENSP00000268613","9606.ENSP00000320434"
"CDH13","CTNNB1","P55290","P35222","9606.ENSP00000268613","9606.ENSP00000495360"
"CDH15","CTNNA1","P55291","P35221","9606.ENSP00000289746","9606.ENSP00000304669"
"CDH15","CTNNA2","P55291","P26232","9606.ENSP00000289746","9606.ENSP00000384638"
"CDH15","CTNNA3","P55291","Q9UI47","9606.ENSP00000289746","9606.ENSP00000389714"
"CDH15","CTNNAL1","P55291","Q9UBT7","9606.ENSP00000289746","9606.ENSP00000320434"
"CDH15","CTNNB1","P55291","P35222","9606.ENSP00000289746","9606.ENSP00000495360"
"CDH16","CTNNA1","O75309","P35221","9606.ENSP00000299752","9606.ENSP00000304669"
"CDH16","CTNNA2","O75309","P26232","9606.ENSP00000299752","9606.ENSP00000384638"
"CDH16","CTNNA3","O75309","Q9UI47","9606.ENSP00000299752","9606.ENSP00000389714"
"CDH16","CTNNAL1","O75309","Q9UBT7","9606.ENSP00000299752","9606.ENSP00000320434"
"CDH16","CTNNB1","O75309","P35222","9606.ENSP00000299752","9606.ENSP00000495360"
"CDH17","CTNNA1","Q12864","P35221","9606.ENSP00000027335","9606.ENSP00000304669"
"CDH17","CTNNA2","Q12864","P26232","9606.ENSP00000027335","9606.ENSP00000384638"
"CDH17","CTNNA3","Q12864","Q9UI47","9606.ENSP00000027335","9606.ENSP00000389714"
"CDH17","CTNNAL1","Q12864","Q9UBT7","9606.ENSP00000027335","9606.ENSP00000320434"
"CDH17","CTNNB1","Q12864","P35222","9606.ENSP00000027335","9606.ENSP00000495360"
"CDH18","CTNNA1","Q13634","P35221","9606.ENSP00000371710","9606.ENSP00000304669"
"CDH18","CTNNA2","Q13634","P26232","9606.ENSP00000371710","9606.ENSP00000384638"
"CDH18","CTNNA3","Q13634","Q9UI47","9606.ENSP00000371710","9606.ENSP00000389714"
"CDH18","CTNNAL1","Q13634","Q9UBT7","9606.ENSP00000371710","9606.ENSP00000320434"
"CDH18","CTNNB1","Q13634","P35222","9606.ENSP00000371710","9606.ENSP00000495360"
"CDH19","CTNNA1","Q9H159","P35221","9606.ENSP00000262150","9606.ENSP00000304669"
"CDH19","CTNNA2","Q9H159","P26232","9606.ENSP00000262150","9606.ENSP00000384638"
"CDH19","CTNNA3","Q9H159","Q9UI47","9606.ENSP00000262150","9606.ENSP00000389714"
"CDH19","CTNNAL1","Q9H159","Q9UBT7","9606.ENSP00000262150","9606.ENSP00000320434"
"CDH19","CTNNB1","Q9H159","P35222","9606.ENSP00000262150","9606.ENSP00000495360"
"CDH1","CTNNA1","Q9UM11","P35221","9606.ENSP00000378529","9606.ENSP00000304669"
"CDH1","CTNNA2","Q9UM11","P26232","9606.ENSP00000378529","9606.ENSP00000384638"
"CDH1","CTNNA3","Q9UM11","Q9UI47","9606.ENSP00000378529","9606.ENSP00000389714"
"CDH1","CTNNAL1","Q9UM11","Q9UBT7","9606.ENSP00000378529","9606.ENSP00000320434"
"CDH1","CTNNB1","Q9UM11","P35222","9606.ENSP00000378529","9606.ENSP00000495360"
"CDH20","CTNNA1","Q9HBT6","P35221","9606.ENSP00000262717","9606.ENSP00000304669"
"CDH20","CTNNA2","Q9HBT6","P26232","9606.ENSP00000262717","9606.ENSP00000384638"
"CDH20","CTNNA3","Q9HBT6","Q9UI47","9606.ENSP00000262717","9606.ENSP00000389714"
"CDH20","CTNNAL1","Q9HBT6","Q9UBT7","9606.ENSP00000262717","9606.ENSP00000320434"
"CDH20","CTNNB1","Q9HBT6","P35222","9606.ENSP00000262717","9606.ENSP00000495360"
"CDH22","CTNNA1","Q9UJ99","P35221","9606.ENSP00000437790","9606.ENSP00000304669"
"CDH22","CTNNA2","Q9UJ99","P26232","9606.ENSP00000437790","9606.ENSP00000384638"
"CDH22","CTNNA3","Q9UJ99","Q9UI47","9606.ENSP00000437790","9606.ENSP00000389714"
"CDH22","CTNNAL1","Q9UJ99","Q9UBT7","9606.ENSP00000437790","9606.ENSP00000320434"
"CDH22","CTNNB1","Q9UJ99","P35222","9606.ENSP00000437790","9606.ENSP00000495360"
"CDH23","CTNNA1","Q9H251","P35221","9606.ENSP00000224721","9606.ENSP00000304669"
"CDH23","CTNNA2","Q9H251","P26232","9606.ENSP00000224721","9606.ENSP00000384638"
"CDH23","CTNNA3","Q9H251","Q9UI47","9606.ENSP00000224721","9606.ENSP00000389714"
"CDH23","CTNNAL1","Q9H251","Q9UBT7","9606.ENSP00000224721","9606.ENSP00000320434"
"CDH23","CTNNB1","Q9H251","P35222","9606.ENSP00000224721","9606.ENSP00000495360"
"CDH24","CTNNA1","Q86UP0","P35221","9606.ENSP00000380517","9606.ENSP00000304669"
"CDH24","CTNNA2","Q86UP0","P26232","9606.ENSP00000380517","9606.ENSP00000384638"
"CDH24","CTNNA3","Q86UP0","Q9UI47","9606.ENSP00000380517","9606.ENSP00000389714"
"CDH24","CTNNAL1","Q86UP0","Q9UBT7","9606.ENSP00000380517","9606.ENSP00000320434"
"CDH24","CTNNB1","Q86UP0","P35222","9606.ENSP00000380517","9606.ENSP00000495360"
"CDH2","CTNNA1","P19022","P35221","9606.ENSP00000269141","9606.ENSP00000304669"
"CDH2","CTNNA2","P19022","P26232","9606.ENSP00000269141","9606.ENSP00000384638"
"CDH2","CTNNA3","P19022","Q9UI47","9606.ENSP00000269141","9606.ENSP00000389714"
"CDH2","CTNNAL1","P19022","Q9UBT7","9606.ENSP00000269141","9606.ENSP00000320434"
"CDH2","CTNNB1","P19022","P35222","9606.ENSP00000269141","9606.ENSP00000495360"
"CDH3","CTNNA1","P55291","P35221","9606.ENSP00000289746","9606.ENSP00000304669"
"CDH3","CTNNA2","P55291","P26232","9606.ENSP00000289746","9606.ENSP00000384638"
"CDH3","CTNNA3","P55291","Q9UI47","9606.ENSP00000289746","9606.ENSP00000389714"
"CDH3","CTNNAL1","P55291","Q9UBT7","9606.ENSP00000289746","9606.ENSP00000320434"
"CDH3","CTNNB1","P55291","P35222","9606.ENSP00000289746","9606.ENSP00000495360"
"CDH4","CTNNA1","P55283","P35221","9606.ENSP00000484928","9606.ENSP00000304669"
"CDH4","CTNNA2","P55283","P26232","9606.ENSP00000484928","9606.ENSP00000384638"
"CDH4","CTNNA3","P55283","Q9UI47","9606.ENSP00000484928","9606.ENSP00000389714"
"CDH4","CTNNAL1","P55283","Q9UBT7","9606.ENSP00000484928","9606.ENSP00000320434"
"CDH4","CTNNB1","P55283","P35222","9606.ENSP00000484928","9606.ENSP00000495360"
"CDH5","CTNNA1","P33151","P35221","9606.ENSP00000497290","9606.ENSP00000304669"
"CDH5","CTNNA2","P33151","P26232","9606.ENSP00000497290","9606.ENSP00000384638"
"CDH5","CTNNA3","P33151","Q9UI47","9606.ENSP00000497290","9606.ENSP00000389714"
"CDH5","CTNNAL1","P33151","Q9UBT7","9606.ENSP00000497290","9606.ENSP00000320434"
"CDH5","CTNNB1","P33151","P35222","9606.ENSP00000497290","9606.ENSP00000495360"
"CDH6","CTNNA1","P55285","P35221","9606.ENSP00000265071","9606.ENSP00000304669"
"CDH6","CTNNA2","P55285","P26232","9606.ENSP00000265071","9606.ENSP00000384638"
"CDH6","CTNNA3","P55285","Q9UI47","9606.ENSP00000265071","9606.ENSP00000389714"
"CDH6","CTNNAL1","P55285","Q9UBT7","9606.ENSP00000265071","9606.ENSP00000320434"
"CDH6","CTNNB1","P55285","P35222","9606.ENSP00000265071","9606.ENSP00000495360"
"CDH7","CTNNA1","Q9ULB5","P35221","9606.ENSP00000381058","9606.ENSP00000304669"
"CDH7","CTNNA2","Q9ULB5","P26232","9606.ENSP00000381058","9606.ENSP00000384638"
"CDH7","CTNNA3","Q9ULB5","Q9UI47","9606.ENSP00000381058","9606.ENSP00000389714"
"CDH7","CTNNAL1","Q9ULB5","Q9UBT7","9606.ENSP00000381058","9606.ENSP00000320434"
"CDH7","CTNNB1","Q9ULB5","P35222","9606.ENSP00000381058","9606.ENSP00000495360"
"CDH8","CTNNA1","P55286","P35221","9606.ENSP00000462701","9606.ENSP00000304669"
"CDH8","CTNNA2","P55286","P26232","9606.ENSP00000462701","9606.ENSP00000384638"
"CDH8","CTNNA3","P55286","Q9UI47","9606.ENSP00000462701","9606.ENSP00000389714"
"CDH8","CTNNAL1","P55286","Q9UBT7","9606.ENSP00000462701","9606.ENSP00000320434"
"CDH8","CTNNB1","P55286","P35222","9606.ENSP00000462701","9606.ENSP00000495360"
"CDH9","CTNNA1","Q9ULB4","P35221","9606.ENSP00000231021","9606.ENSP00000304669"
"CDH9","CTNNA2","Q9ULB4","P26232","9606.ENSP00000231021","9606.ENSP00000384638"
"CDH9","CTNNA3","Q9ULB4","Q9UI47","9606.ENSP00000231021","9606.ENSP00000389714"
"CDH9","CTNNAL1","Q9ULB4","Q9UBT7","9606.ENSP00000231021","9606.ENSP00000320434"
"CDH9","CTNNB1","Q9ULB4","P35222","9606.ENSP00000231021","9606.ENSP00000495360"
"CDHR1","CTNNA1","Q96JP9","P35221","9606.ENSP00000485478","9606.ENSP00000304669"
"CDHR1","CTNNA2","Q96JP9","P26232","9606.ENSP00000485478","9606.ENSP00000384638"
"CDHR1","CTNNA3","Q96JP9","Q9UI47","9606.ENSP00000485478","9606.ENSP00000389714"
"CDHR1","CTNNAL1","Q96JP9","Q9UBT7","9606.ENSP00000485478","9606.ENSP00000320434"
"CDHR1","CTNNB1","Q96JP9","P35222","9606.ENSP00000485478","9606.ENSP00000495360"
"CDHR2","CTNNA1","Q9BYE9","P35221","9606.ENSP00000424565","9606.ENSP00000304669"
"CDHR2","CTNNA2","Q9BYE9","P26232","9606.ENSP00000424565","9606.ENSP00000384638"
"CDHR2","CTNNA3","Q9BYE9","Q9UI47","9606.ENSP00000424565","9606.ENSP00000389714"
"CDHR2","CTNNAL1","Q9BYE9","Q9UBT7","9606.ENSP00000424565","9606.ENSP00000320434"
"CDHR2","CTNNB1","Q9BYE9","P35222","9606.ENSP00000424565","9606.ENSP00000495360"
"CELSR1","CTNNA1","Q9NYQ6","P35221","9606.ENSP00000262738","9606.ENSP00000304669"
"CELSR1","CTNNA2","Q9NYQ6","P26232","9606.ENSP00000262738","9606.ENSP00000384638"
"CELSR1","CTNNA3","Q9NYQ6","Q9UI47","9606.ENSP00000262738","9606.ENSP00000389714"
"CELSR1","CTNNAL1","Q9NYQ6","Q9UBT7","9606.ENSP00000262738","9606.ENSP00000320434"
"CELSR1","CTNNB1","Q9NYQ6","P35222","9606.ENSP00000262738","9606.ENSP00000495360"
"CELSR2","CTNNA1","Q9HCU4","P35221","9606.ENSP00000271332","9606.ENSP00000304669"
"CELSR2","CTNNA2","Q9HCU4","P26232","9606.ENSP00000271332","9606.ENSP00000384638"
"CELSR2","CTNNA3","Q9HCU4","Q9UI47","9606.ENSP00000271332","9606.ENSP00000389714"
"CELSR2","CTNNAL1","Q9HCU4","Q9UBT7","9606.ENSP00000271332","9606.ENSP00000320434"
"CELSR2","CTNNB1","Q9HCU4","P35222","9606.ENSP00000271332","9606.ENSP00000495360"
"CELSR3","CTNNA1","Q9NYQ7","P35221","9606.ENSP00000164024","9606.ENSP00000304669"
"CELSR3","CTNNA2","Q9NYQ7","P26232","9606.ENSP00000164024","9606.ENSP00000384638"
"CELSR3","CTNNA3","Q9NYQ7","Q9UI47","9606.ENSP00000164024","9606.ENSP00000389714"
"CELSR3","CTNNAL1","Q9NYQ7","Q9UBT7","9606.ENSP00000164024","9606.ENSP00000320434"
"CELSR3","CTNNB1","Q9NYQ7","P35222","9606.ENSP00000164024","9606.ENSP00000495360"
